go_id	go_name	num_genes	num_seq	adj_rsq	rsq_pile	rsq_nlpval	frac_seq	log_day_error	log_day_error_percent	log_day_est	log_day_est_pile	log_day_pval	mianserin_error	mianserin_error_percent	mianserin_est	mianserin_est_pile	mianserin_pval	score
GO:0000097	sulfur amino acid biosynthetic process	20	15	0.5141737501749661	10.620000000000001	0.04875964967565971	0.75	0.016963065210571955	21.40704789881166	0.0792405626911014	0.51	0.00021913403980686202	0.02628130858564597	130.43406552087276	-0.0201491140222416	96.91	0.4537930384352434	0.06461162523978281
GO:0000118	histone deacetylase complex	10	10	0.7492280030511211	74.14	0.5873714794556248	1.0	0.010727067967511224	14.554893848648293	0.07370076401146301	3.71	2.714765664744984e-06	0.01661971937109914	19.398393952589323	-0.08567574930026986	87.71	7.931985478282566e-05	0.6607411817414274
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	73	55	0.6348655775965121	1.94	0.008508111089840538	0.7534246575342466	0.050344241731717435	21.355552704824472	0.2357430988912971	11.83	0.00021395380039187768	0.07799961481236381	20.979478520401145	-0.3717900553939622	36.14	0.00017908225253827624	0.5051991220726525
GO:0000123	histone acetyltransferase complex	15	15	0.7528961095632718	50.43	0.304781081094849	1.0	0.014107477017918325	15.764620570514099	0.08948821162435543	0.84	7.3477819045038395e-06	0.02185707313332428	16.656487591290627	-0.13122258227330558	89.81	1.4236418825161026e-05	0.3551198666098799
GO:0000132	establishment of mitotic spindle orientation	32	30	0.6118328725412163	9.83	0.04493793032496787	0.9375	0.016504768283725272	21.842307033639933	0.07556330134131815	0.08	0.00026714973168981263	0.025571257494714342	22.50322906628968	-0.11363372527287932	94.15	0.0003561115160957079	0.07146518060620516
GO:0000139	Golgi membrane	104	86	0.7205873514500656	2.4699999999999998	0.010861775784210865	0.8269230769230769	0.01979773243316863	15.792592883649299	0.12536087379081376	0.0	7.508449235431172e-06	0.030673130646687686	20.35407617210691	-0.15069772947357807	95.92	0.0001315020705531295	0.02895260569341858
GO:0000151	ubiquitin ligase complex	69	58	0.7470997830344174	10.14	0.04643358574299343	0.8405797101449275	0.024087458736093036	15.292910948087526	0.15750734976394618	0.48	5.055435626179956e-06	0.037319312767408144	17.971555102405915	-0.20765767099594	87.62	3.425546609295429e-05	0.10591996955409333
GO:0000154	rRNA modification	10	10	0.3022000526238089	11.26	0.05188057561946393	1.0	0.015507542177439191	56.3495252140653	0.027520271233036728	0.65	0.09386571784287027	0.0240262297120803	32.835335882089254	-0.07317187129852365	89.22	0.007309184605811345	0.1042504852680321
GO:0000165	MAPK cascade	41	33	0.8877070332428895	85.00999999999999	0.8241983671517201	0.8048780487804879	0.01798071683955903	9.043963295618012	0.1988145711324488	12.47	3.4816225282227873e-09	0.027857982150363864	12.054078878814014	-0.23110834457310914	74.32	2.2180539685202576e-07	1.0109357376986443
GO:0000209	protein polyubiquitination	21	14	0.32377769030717096	12.83	0.05963295401433476	0.6666666666666666	0.027626991071563457	30.689405212814986	0.09002126590588744	5.67	0.004626770557692693	0.042803200284352604	64.09427105518569	-0.06678163208611687	89.99000000000001	0.13713387089310175	0.13078886775975013
GO:0000226	microtubule cytoskeleton organization	153	140	0.8624190269723331	20.49	0.09957824654226238	0.9150326797385621	0.015861832837718817	10.565222298272376	0.15013250445579876	0.0	3.4447939126643816e-08	0.02457514124759795	12.50699515629072	-0.19649117106467606	94.1	3.677839091000771e-07	0.1259886231150055
GO:0000228	nuclear chromosome	114	104	0.7907590931613662	7.01	0.03156375228829532	0.9122807017543859	0.01585382184871069	14.275660441879303	0.11105490995149804	0.0	2.119044246631337e-06	0.02456272961847401	14.914753839735711	-0.16468746237724874	95.08	3.6976206578067636e-06	0.053474579232152666
GO:0000245	spliceosomal complex assembly	21	20	0.2935128303173549	2.21	0.009705553871561268	0.9523809523809523	0.017688016586888372	31.883346908845393	0.055477289249019165	0.09	0.006015669246912008	0.02740449420063059	158.15758581104723	-0.01732733467073218	96.92	0.5356154161116389	0.023683189434675594
GO:0000278	mitotic cell cycle	270	235	0.8817455603163808	16.56	0.07862570458152553	0.8703703703703703	0.014001052708873257	9.407346309053104	0.14883105446431186	0.0	6.277355232228844e-09	0.021692187243167797	12.131856128235892	-0.1788035319070511	96.89999999999999	2.4237583755087446e-07	0.09230192753076026
GO:0000280	nuclear division	348	305	0.8870179954153334	15.02	0.07068327324650439	0.8764367816091954	0.013109533752210113	9.204652000614951	0.14242291562282072	0.0	4.534454798065113e-09	0.02031093423734815	11.741247706671096	-0.17298786930291885	98.29	1.5400963443405993e-07	0.07817393817872885
GO:0000281	mitotic cytokinesis	25	24	0.7795139441495819	58.07	0.3774751375964318	0.96	0.016827151555519032	13.927456508773783	0.1208199899595346	2.91	1.5400248249331962e-06	0.026070734101311454	16.647918283453677	-0.15660056505216685	85.96000000000001	1.4150020371247388e-05	0.4560042296894844
GO:0000302	response to reactive oxygen species	25	22	0.7034698920176601	37.03	0.20086630669793717	0.88	0.040038776758665816	17.845906197830065	0.22435832798187771	25.36	3.164375220706141e-05	0.062033095689007625	18.70963861049831	-0.3315568888337574	46.300000000000004	5.360770069238982e-05	0.6623136849415405
GO:0000303	response to superoxide	14	12	0.5581126897588906	38.879999999999995	0.21381665443236653	0.8571428571428571	0.0749873208282711	26.182365260280605	0.2864039214288596	51.27	0.0013719419629978546	0.11617976434296692	23.276112238807173	-0.4991373265044918	22.03	0.0004889061519275803	1.1830057459003043
GO:0000305	response to oxygen radical	14	12	0.5581126897588906	38.879999999999995	0.21381665443236653	0.8571428571428571	0.0749873208282711	26.182365260280605	0.2864039214288596	51.27	0.0013719419629978546	0.11617976434296692	23.276112238807173	-0.4991373265044918	22.03	0.0004889061519275803	1.1830057459003043
GO:0000313	organellar ribosome	48	45	0.6818548427779788	11.12	0.05119595406718878	0.9375	0.00740568912247738	16.75599696694059	0.044197245541931815	0.0	1.52736133032801e-05	0.011473822608185752	23.80557352756483	-0.04819805158191228	97.50999999999999	0.0006007190038952787	0.062146797628968534
GO:0000314	organellar small ribosomal subunit	23	21	0.4356596209891711	5.93	0.026548855975065327	0.9130434782608695	0.010264657915329012	26.36537133008191	0.038932347232361636	0.03	0.001453218320305835	0.0159032957104195	40.10589899801893	-0.03965325826807936	96.26	0.023259832808856903	0.043233306525457815
GO:0000315	organellar large ribosomal subunit	22	21	0.3043327896044744	2.33	0.010238812281221806	0.9545454545454546	0.009945193485484732	35.718539290201356	0.027843225627686825	0.03	0.01231403598587619	0.015408341339929762	43.84611981685055	-0.03514185839999499	96.39	0.035735620224331695	0.026337139901773485
GO:0000323	lytic vacuole	104	77	0.9223778659175847	84.68	0.8147412347034152	0.7403846153846154	0.0309136562882892	6.762292783708254	0.4571475574492503	87.29	3.88040671915703e-11	0.047895314339579165	14.37234506822887	-0.33324634297471256	49.51	2.310710329288401e-06	2.0159027578179227
GO:0000375	RNA splicing, via transesterification reactions	82	78	0.6233765166819072	0.5499999999999999	0.0023952125395456008	0.9512195121951219	0.013706698502040432	20.654060029922668	0.0663632161530604	0.0	0.000152814636275003	0.02123613678016332	22.880767150663438	-0.09281217120181903	96.98	0.0004167759165966513	0.015713032760040033
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	80	76	0.6178489273749463	0.52	0.0022642234021016117	0.95	0.013936509116439521	20.939399431519497	0.06655639366361807	0.0	0.00017565939095040914	0.02159218821298545	23.052753719258355	-0.09366424712613512	96.98	0.00044702657949740666	0.015582043622596043
GO:0000387	spliceosomal snRNP assembly	16	16	0.4770836885379671	8.14	0.03687355891809536	1.0	0.017329121241292208	28.46035040015288	0.06088864331480305	0.16999999999999998	0.0026639612487594838	0.026848448508977742	28.519697562844005	-0.09414001831476784	93.41000000000001	0.002706533187631544	0.06721911572539468
GO:0000398	mRNA splicing, via spliceosome	80	76	0.6178489273749463	0.52	0.0022642234021016117	0.95	0.013936509116439521	20.939399431519497	0.06655639366361807	0.0	0.00017565939095040914	0.02159218821298545	23.052753719258355	-0.09366424712613512	96.98	0.00044702657949740666	0.015582043622596043
GO:0000407	pre-autophagosomal structure	18	17	0.4945579176661194	9.229999999999999	0.042057664554595454	0.9444444444444444	0.0177328374965326	23.459142131608324	0.07559030674288712	0.44	0.0005255050142095953	0.027473936376488945	37.5143370746744	-0.07323583066868683	94.83	0.016301440374555217	0.06702702605879765
GO:0000413	protein peptidyl-prolyl isomerization	29	27	0.2286624237930719	0.22999999999999998	0.0010000277816796898	0.9310344827586207	0.027797957629999263	91.92136960185184	0.030241017676741894	0.0	0.29182891309406417	0.04306808312388074	36.48918194869811	-0.11802973052241132	93.83	0.013941688779891562	0.028658311455931607
GO:0000422	mitophagy	15	15	0.41388454937940855	5.09	0.02268802660307398	1.0	0.020853958807039358	31.912694625765948	0.06534690677672235	0.25	0.006053022231022824	0.03230956904525579	31.89794645702277	-0.10129043601219788	92.75999999999999	0.006034231424060833	0.056414382278338435
GO:0000428	DNA-directed RNA polymerase complex	65	61	0.7089277567978285	5.7299999999999995	0.025626492918576802	0.9384615384615385	0.012465083915314295	16.713005984705774	0.07458313559344866	0.0	1.4817769340956027e-05	0.019312471705890538	19.847810695893465	-0.09730278065321488	96.85000000000001	0.00010113934371781102	0.03952686786344713
GO:0000460	maturation of 5.8S rRNA	15	15	0.2923176739986757	2.1999999999999997	0.009661145212398569	1.0	0.030293964942358295	42.32740935750504	0.0715705624374266	0.35000000000000003	0.030335311116786275	0.04693521076819666	37.9565245915083	-0.12365518517123955	90.68	0.017388155907477394	0.05367233072141234
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	24	23	0.5335618906450805	11.99	0.05546797900801891	0.9583333333333334	0.01589895285339436	21.14402871451819	0.07519358334241011	0.43	0.000193715496013198	0.024632652232467887	41.29060193591159	-0.05965680100934586	95.44	0.026908399997275158	0.07760904121746703
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	14	14	0.32428440292638194	12.870000000000001	0.05983228596592509	1.0	0.028437477810055182	38.442862342357294	0.07397336222470112	3.74	0.01863131963640289	0.044058908012552536	36.76711349258015	-0.11983238233113926	82.92	0.014559435048463106	0.15772713520276213
GO:0000469	cleavage involved in rRNA processing	13	13	0.2555887689758858	8.59	0.039006291057663955	1.0	0.02254438216835777	46.04555748799961	0.04896103641319423	1.54	0.044314081429797834	0.034928584974729775	40.449790112687865	-0.08635047271549066	87.63	0.024289150310695912	0.10309364792771493
GO:0000502	proteasome complex	39	37	0.3445765735178857	0.3	0.0013048416883442813	0.9487179487179487	0.01489114976108121	29.85944196996424	0.04987082402966636	0.0	0.003805014088581815	0.02307123725623217	56.675861586373365	-0.04070734279190775	97.65	0.09562018335125758	0.011632594064471076
GO:0000578	embryonic axis specification	17	16	0.6973801637318771	35.42	0.1899019593188572	0.9411764705882353	0.02545355986408719	15.168654232322847	0.16780367904918198	10.27	4.56766169973779e-06	0.03943584800784556	30.536002747590764	-0.12914541675222038	90.07	0.004466284579827475	0.2823841288241193
GO:0000712	resolution of meiotic recombination intermediates	12	11	0.4814531517919444	27.689999999999998	0.14080163846612254	0.9166666666666666	0.03253213729407947	25.773653717220935	0.12622245045661798	12.06	0.0012029500451919955	0.05040286814693416	32.00817945363138	-0.15746871270810714	76.16000000000001	0.0061756474620248475	0.31488824180601716
GO:0000723	telomere maintenance	24	18	0.8143306932196998	68.69	0.5043169323830847	0.75	0.10347214175651423	13.236970680017949	0.7816904959433961	96.73	7.890789522542558e-07	0.16031202225325658	13.917791649844727	-1.15184956267861	0.32	1.5261873542969498e-06	4.484619201402893
GO:0000724	double-strand break repair via homologous recombination	23	21	0.733045897828432	44.56	0.2561767783962497	0.9130434782608695	0.020271602121916477	15.879012494150007	0.1276628639808977	3.66	8.024350993871149e-06	0.03140730901390898	18.547667860053714	-0.1693329277345493	83.94	4.871451257337977e-05	0.3484011715423633
GO:0000725	recombinational repair	23	21	0.733045897828432	44.56	0.2561767783962497	0.9130434782608695	0.020271602121916477	15.879012494150007	0.1276628639808977	3.66	8.024350993871149e-06	0.03140730901390898	18.547667860053714	-0.1693329277345493	83.94	4.871451257337977e-05	0.3484011715423633
GO:0000737	DNA catabolic process, endonucleolytic	14	13	0.8708762460588751	95.48	1.3448615651886189	0.9285714285714286	0.024709699628080097	9.174600128464204	0.2693272652986612	47.47	4.3177222106221755e-09	0.03828336641537311	16.05229328243029	-0.23849157090392425	60.28	9.152608534290126e-06	1.844280920742916
GO:0000775	chromosome, centromeric region	42	42	0.7553285497056352	23.669999999999998	0.1173047376184029	1.0	0.011106119903309964	15.430808486461336	0.07197367469795402	0.0	5.649674831166079e-06	0.017206994180872574	16.857803155682532	-0.10207139104642074	96.02000000000001	1.6401694904023553e-05	0.13494303598525595
GO:0000776	kinetochore	30	30	0.8206663419474046	57.68	0.3734543409728706	1.0	0.009769428661264859	12.53679719403786	0.07792603254291229	0.08	3.798887053632215e-07	0.01513602442512209	14.229104399734197	-0.10637369717664616	94.63000000000001	2.031875851682172e-06	0.3977730755156656
GO:0000777	condensed chromosome kinetochore	17	17	0.7496105523079704	49.5	0.2967086218813386	1.0	0.012433283891041466	15.435363780810057	0.08055063727425127	0.5499999999999999	5.670306402983827e-06	0.019263203119077327	17.445852674962982	-0.1104170915459035	92.0	2.442952284501661e-05	0.33531600707532894
GO:0000779	condensed chromosome, centromeric region	23	23	0.747514425367565	48.89	0.2914941190447631	1.0	0.012015145879879818	15.137444412847712	0.07937367465859771	0.51	4.4518392292940595e-06	0.01861537125813048	18.22003509236747	-0.10216978816867713	92.72	3.996489744270872e-05	0.32654126522361954
GO:0000785	chromatin	133	110	0.6924549678134335	0.49	0.0021332737608552492	0.8270676691729323	0.02373478637300272	16.288328227590814	0.14571652806454588	0.01	1.0910220594587795e-05	0.036772908500906296	23.55830155521327	-0.1560932073762709	96.02000000000001	0.0005462233580602955	0.01981500374751579
GO:0000786	nucleosome	89	74	0.6648887056733828	2.07	0.009084245493915562	0.8314606741573034	0.02661470779252335	16.45194473547093	0.1617724118361592	0.47000000000000003	1.2294199240469154e-05	0.041234844040814615	30.645647449946082	-0.13455367228956086	96.28	0.004580586817006184	0.027594159821520223
GO:0000790	nuclear chromatin	36	28	0.8601358624708169	74.3	0.5900668766687054	0.7777777777777778	0.016838580167938755	10.66140288040838	0.15793962911655546	3.93	3.925310226854781e-08	0.026088440741354392	12.631778296536627	-0.2065302297817189	80.24	4.2088994242814435e-07	0.7030881659546813
GO:0000793	condensed chromosome	91	88	0.7646769123650982	5.79	0.025902996205868847	0.967032967032967	0.014152437753939526	14.584462504841184	0.0970377739271622	0.0	2.7857710309552687e-06	0.021926731945746604	17.198740758138356	-0.1274903334732282	96.54	2.071921870152121e-05	0.041195701723195643
GO:0000794	condensed nuclear chromosome	50	48	0.5812872110615043	1.79	0.007844288957383268	0.96	0.01741518237020925	21.746377195829165	0.08008314310647285	0.0	0.0002558936492178522	0.026981785205985084	25.989295671593087	-0.10381883967512368	96.61	0.001289997072322834	0.02282220684784812
GO:0000795	synaptonemal complex	13	13	0.4555610150185882	24.72	0.1233203895807995	1.0	0.017150501681083227	25.64023620699017	0.06688901593038979	2.8899999999999997	0.0011513950502328213	0.026571708679058385	37.78401095139891	-0.0703252725424975	89.55	0.016959246609361274	0.18399084527351367
GO:0000819	sister chromatid segregation	50	48	0.7267855155737588	11.469999999999999	0.05290953578037809	0.96	0.016515333199445932	15.954646315669727	0.1035142545480656	0.01	8.500951232499129e-06	0.025587625987483147	19.152487707898697	-0.13359949045643052	95.3	6.915625853697046e-05	0.0738600667618592
GO:0000902	cell morphogenesis	218	142	0.8656477541968466	22.12	0.10857405715200596	0.6513761467889908	0.023609277120183115	10.09648030516512	0.2338367075118759	2.4	1.7819411990211927e-08	0.0365784538217101	13.069567131159424	-0.2798750215261733	75.63	6.659077280388438e-07	0.2404301390892058
GO:0000904	cell morphogenesis involved in differentiation	151	109	0.7508553504647895	2.0	0.00877392430750515	0.7218543046357616	0.026354534438984337	15.65393085216446	0.1683572943299434	0.05	6.741055485725178e-06	0.04083175084360991	16.996166301049467	-0.2402409468133332	86.79	1.8049709128290708e-05	0.07052143748572398
GO:0000910	cytokinesis	76	73	0.6341006260220918	1.3299999999999998	0.005814871797682864	0.9605263157894737	0.020547932901305282	21.55318117807902	0.09533596331572557	0.0	0.00023439577225329702	0.031835435322136764	20.862558941169183	-0.15259602339248146	95.36	0.00016924755360462194	0.02644862940152165
GO:0000922	spindle pole	18	18	0.636356351622119	24.04	0.11941504393502003	1.0	0.020707242904089485	22.95800416311901	0.09019618063034733	0.86	0.00043015137180452893	0.0320822583633724	19.705328482720944	-0.16281006627981076	85.09	9.37372213239352e-05	0.19328760570910464
GO:0000932	cytoplasmic mRNA processing body	22	22	0.7162329388573532	40.29	0.22395292881822018	1.0	0.02191166741005849	17.49363601613842	0.12525507784570514	3.38	2.520916669701561e-05	0.03394830389916141	17.966490399766705	-0.1889534524761844	80.15	3.414674404590762e-05	0.33498236897755557
GO:0000956	nuclear-transcribed mRNA catabolic process	39	35	0.7603070090395504	24.759999999999998	0.12355121312165875	0.8974358974358975	0.03294150657747922	15.644610287696592	0.210561375270469	10.73	6.692024883702069e-06	0.051037114394823856	16.119764481650183	-0.3166120352001519	52.900000000000006	9.627895422426763e-06	0.4493900063126118
GO:0001505	regulation of neurotransmitter levels	70	48	0.8432961130196213	46.85	0.27449673114068446	0.6857142857142857	0.026020305372279846	10.884061852414886	0.2390679667674493	15.559999999999999	5.2799910564600234e-08	0.040313921245520606	14.697910193990039	-0.27428335534397896	68.27	3.0736425231476924e-06	0.5137186036533883
GO:0001510	RNA methylation	26	25	0.7471370670050308	48.75	0.29030613027220814	0.9615384615384616	0.013091703765503442	14.155069183424992	0.09248774128799944	0.91	1.89978406843054e-06	0.020283309785228264	21.288322323497756	-0.0952790430218159	93.26	0.0002073419515549896	0.3245808907426582
GO:0001522	pseudouridine synthesis	13	12	0.5413953000651599	36.44	0.19681611146465808	0.9230769230769231	0.02805264310015507	20.983686747221935	0.13368786637967234	13.65	0.0001794448071889721	0.04346267380371102	38.933113419065826	-0.11163421053921427	84.17	0.019935221251269283	0.335396442385282
GO:0001556	oocyte maturation	17	13	0.857278086108407	93.81	1.2083093509798823	0.7647058823529411	0.02852435997223482	11.165834456802989	0.2554610681591812	44.32	7.597905859198838e-08	0.04419351675728625	12.164433526513504	-0.3633010666790394	38.1	2.514905888925601e-07	1.8816851487017572
GO:0001558	regulation of cell growth	28	19	0.7424603165482802	47.370000000000005	0.2787666299827225	0.6785714285714286	0.04063739611932573	16.36720566945246	0.2482854858674553	32.48	1.1559531748708189e-05	0.06296055189739619	16.900379612056156	-0.3725392762922453	37.74	1.6894381499626135e-05	0.8725323005362112
GO:0001667	ameboidal-type cell migration	23	22	0.6700743157554437	30.009999999999998	0.15496400648658495	0.9565217391304348	0.02522740283486085	19.63511756427038	0.12848103787657802	3.81	9.025970174527028e-05	0.03908545716750344	19.691760093584108	-0.1984863566372521	78.06	9.305659187377772e-05	0.279405534806655
GO:0001704	formation of primary germ layer	34	25	0.8205943467668337	70.67	0.5326879370194478	0.7352941176470589	0.028050920245282312	13.408798463661986	0.2091978660228257	20.8	9.362710740941907e-07	0.0434600045408156	13.167472830183383	-0.33005577532838043	46.53	7.356705235924497e-07	0.9662297028966869
GO:0001706	endoderm formation	18	14	0.5623650562568342	39.550000000000004	0.2186036948032093	0.7777777777777778	0.026757344985696808	20.05173095609781	0.13344157192354406	13.59	0.00011257699491757742	0.04145583547385147	39.01084186641045	-0.10626747204229456	84.95	0.02014661973996731	0.35287630646287893
GO:0001708	cell fate specification	100	62	0.8836928246304365	65.16999999999999	0.4580465255417635	0.62	0.016888287642679654	9.714971597621368	0.1738377459262425	1.13	1.0116971620767003e-08	0.026165453796864236	11.189171029104124	-0.23384622264513916	81.72	7.826136774326904e-08	0.5506536334252119
GO:0001709	cell fate determination	28	23	0.6116630045907642	20.43	0.09925064193892048	0.8214285714285714	0.022737011948221426	22.07155470628099	0.10301499939988852	1.43	0.00029568581409816346	0.0352270311944747	22.272048745050597	-0.15816699935295814	85.75	0.00032262364255555056	0.17227175666965003
GO:0001711	endodermal cell fate commitment	18	14	0.5623650562568342	39.550000000000004	0.2186036948032093	0.7777777777777778	0.026757344985696808	20.05173095609781	0.13344157192354406	13.59	0.00011257699491757742	0.04145583547385147	39.01084186641045	-0.10626747204229456	84.95	0.02014661973996731	0.35287630646287893
GO:0001714	endodermal cell fate specification	17	13	0.5059059763797431	31.22	0.16253782851400533	0.7647058823529411	0.0294744760489732	22.40885610485647	0.13153048023091846	13.11	0.0003421180896165971	0.04566555577234482	41.35758779599712	-0.11041639081466123	84.33	0.027123276791455972	0.297585930964012
GO:0001731	formation of translation preinitiation complex	13	13	0.5330760264853779	35.260000000000005	0.18882730493344568	1.0	0.012456666751793246	21.622933928320634	0.057608587220803226	2.1	0.0002419805443991485	0.01929943078025791	36.64834656696524	-0.05266112277396544	91.46	0.014293457230730841	0.23681341608564477
GO:0001764	neuron migration	30	26	0.3490394430817921	0.8699999999999999	0.003794893821675538	0.8666666666666667	0.028449871002899123	31.66708463268173	0.08984051210554977	0.16	0.005745263745550968	0.04407810910159216	43.518079389944894	-0.10128688976971872	94.93	0.03453177674591657	0.02708684060989214
GO:0001845	phagolysosome assembly	10	10	0.7927853306233313	83.08	0.7715996412969952	1.0	0.019006575909910967	14.443673599019274	0.13159100958361114	13.120000000000001	2.461777244411654e-06	0.029447371712841064	14.5473031810137	-0.2024249535905327	67.51	2.6967973268294998e-06	1.0033117210634033
GO:0001932	regulation of protein phosphorylation	103	83	0.8371544851365579	25.56	0.12819363554127064	0.8058252427184466	0.026421861485205984	11.990158528663656	0.22036290364336653	4.8	2.0609195886626406e-07	0.04093606234957573	13.217353150667075	-0.3097145236488571	58.67	7.736632607860427e-07	0.38114059894046465
GO:0001933	negative regulation of protein phosphorylation	27	22	0.8609220839071354	83.45	0.7812020018882625	0.8148148148148148	0.038186404950434176	11.635044173025742	0.3282016327790498	55.379999999999995	1.3566058250870925e-07	0.05916316890966905	11.28371126373153	-0.5243236691090566	15.870000000000001	8.815692597310037e-08	1.9310955091855955
GO:0001934	positive regulation of protein phosphorylation	55	43	0.7564065976171683	23.919999999999998	0.11872949607064245	0.7818181818181819	0.028080814443678312	14.479312194873636	0.19393748864411015	6.94	2.540474627166713e-06	0.04350632038310077	18.511123316253318	-0.23502798636158898	77.37	4.766446446260035e-05	0.26139385101579393
GO:0002009	morphogenesis of an epithelium	44	41	0.8349491016424632	51.559999999999995	0.3147958655289853	0.9318181818181818	0.023962486095210445	12.16972238759022	0.196902487435914	7.5200000000000005	2.529991052399612e-07	0.037125689474741	13.203406593644903	-0.281182657001644	63.519999999999996	7.628679685638474e-07	0.5458375550334916
GO:0002181	cytoplasmic translation	20	20	0.4489543862502674	6.710000000000001	0.030164906924202584	1.0	0.010437020364867395	25.667156182221845	0.04066294018227276	0.03	0.0011616581679839714	0.016170341239553757	39.561066027550396	-0.040874381970123615	96.23	0.021679463770994944	0.046984729021819195
GO:0002376	immune system process	299	219	0.9517517402536532	95.6	1.3565473235138121	0.7324414715719063	0.02606412501052761	5.157244585433565	0.5053885767633497	99.0	4.961077131122144e-13	0.04038181212612532	16.155320494403266	-0.2499598329857641	89.83	9.886891582940599e-06	3.4031259238327767
GO:0002682	regulation of immune system process	12	11	0.8662147902269857	94.93	1.2949920406666644	0.9166666666666666	0.033207321364784215	10.062362479464111	0.33001515730084025	59.599999999999994	1.6958690984428514e-08	0.051448948008918347	13.064554608604759	-0.3938056026420703	33.52	6.625007449164596e-07	2.1633066655978204
GO:0003002	regionalization	47	37	0.6650172637049002	9.54	0.04354341659010014	0.7872340425531915	0.02794114517881377	17.389463244767363	0.16067859476468602	2.17	2.353615330608665e-05	0.04328992723691704	24.644136822991534	-0.1756601480824846	89.4	0.0008181825455837343	0.10173384426856305
GO:0003008	system process	740	170	0.8232531068118555	4.12	0.018271974638383783	0.22972972972972974	0.02574790582758753	11.15861649547745	0.23074460743429145	1.22	7.528545950936384e-08	0.03989188569924526	18.088763651851455	-0.22053406450010293	92.5	3.685533285470739e-05	0.057461220073821734
GO:0003012	muscle system process	35	31	0.8397314749252475	65.73	0.4650858955701331	0.8857142857142857	0.02257034329375593	9.928672038322645	0.22732489507800255	20.4	1.3939152932080752e-08	0.03496880720693545	32.45291019070403	-0.10775245425278404	94.54	0.006769078633731376	0.5885572298655689
