go_id	day_estimate	day_std_error	day_p_value	mian_estimate	mian_std_error	mian_p_value	adj_rsq	day_fdr_pvalue	mian_fdr_pvalue	num_genes	go_name	namespace	num_seq	frac_seq
GO:0010876	0.2835354671870941	0.02368670064530405	1.0451824227010389e-09	-0.14388232979495666	0.03669840805935718	0.0011011981069085504	0.881784885452981	2.6062075244904253e-08	0.0016503506564199924	701	lipid localization	biological_process	416	0.5934379457917262
GO:0032774	0.2051277930494414	0.019994987559460758	1.0630044695131727e-08	-0.2711837117657271	0.03097874303335428	1.0487639491916564e-07	0.8815361689440533	1.1149040994952865e-07	2.7055479379553607e-06	622	RNA biosynthetic process	biological_process	413	0.6639871382636656
GO:0097659	0.206146983988636	0.019909592719209723	9.273925545984493e-09	-0.27126794282478356	0.030846438634332063	9.831050947297664e-08	0.8830990556499065	1.0481056127941892e-07	2.6558733089442025e-06	617	nucleic acid-templated transcription	biological_process	409	0.6628849270664505
GO:0006351	0.19893013948099575	0.01871957105438947	6.305005158640108e-09	-0.26048752826632976	0.02900270778684034	7.296385890061321e-08	0.8880473833842185	7.861415522975743e-08	2.387524941524666e-06	613	transcription, DNA-templated	biological_process	405	0.6606851549755302
GO:0007610	0.215264636514837	0.02658959903853549	3.102527346858724e-07	-0.2715886069159478	0.04119594240932498	4.567116837428865e-06	0.815898811419234	1.0658586241713112e-06	2.0408945667006686e-05	819	behavior	biological_process	403	0.49206349206349204
GO:0008104	0.21796007655979777	0.02199954019860744	1.773959923548781e-08	-0.27066878835768265	0.034084447446537325	4.035534491303931e-07	0.8686510075908818	1.4673028419133946e-07	5.139541427139221e-06	466	protein localization	biological_process	398	0.8540772532188842
GO:0044248	0.2359499746069506	0.01968331199186434	1.0226491038307943e-09	0.15088654854465644	0.030495856145346396	0.00012224896472182197	0.9188285591228096	2.6062075244904253e-08	0.0002505401196540328	514	cellular catabolic process	biological_process	398	0.77431906614786
GO:0048522	0.1800474162125547	0.019998799496577777	7.053706719370958e-08	-0.24106799406390234	0.030984648964531097	5.322075110610068e-07	0.8521881315484662	3.9549556857353515e-07	5.812720392908004e-06	512	positive regulation of cellular process	biological_process	394	0.76953125
GO:0030529	0.10437693100468601	0.013444744652211614	5.479552574634608e-07	-0.12396255642175419	0.020830285014748984	1.5793457452189202e-05	0.7958241648175032	1.655939362809069e-06	4.8102694542822365e-05	408	intracellular ribonucleoprotein complex	cellular_component	392	0.9607843137254902
GO:1990904	0.10437693100468601	0.013444744652211614	5.479552574634608e-07	-0.12396255642175419	0.020830285014748984	1.5793457452189202e-05	0.7958241648175032	1.655939362809069e-06	4.8102694542822365e-05	408	ribonucleoprotein complex	cellular_component	392	0.9607843137254902
GO:0051128	0.1662747281619254	0.016972550548166678	2.0904573953547788e-08	-0.20976019732491027	0.0262960044605525	3.796518232706725e-07	0.8673385536022789	1.6205589286598132e-07	4.905211600663833e-06	530	regulation of cellular component organization	biological_process	390	0.7358490566037735
GO:0051235	0.25396970543567	0.022135011397170893	1.992212307415729e-09	-0.09985157987118749	0.03429433642177362	0.00972044087808431	0.8722308290310556	3.658860474358327e-08	0.011879058317768558	666	maintenance of location	biological_process	390	0.5855855855855856
GO:0006508	0.2841721513441535	0.024987089846685167	2.2773354327663757e-09	-0.3483504257988159	0.03871313413973794	7.105793399270437e-08	0.8965689056196219	3.926875156266379e-08	2.387524941524666e-06	556	proteolysis	biological_process	380	0.6834532374100719
GO:0009057	0.23574716889311745	0.019166573646795606	6.891107429045597e-10	-0.27950636554538055	0.029695260278019102	3.7325519090831024e-08	0.9085239625870853	2.0607975723397765e-08	2.1244569413256953e-06	513	macromolecule catabolic process	biological_process	376	0.732943469785575
GO:0019915	0.2570280966610487	0.022907084145546694	2.791707180328588e-09	-0.09741044518151781	0.03549052837757569	0.01382099687335826	0.8671511345924616	4.484336849122407e-08	0.01651664706782693	649	lipid storage	biological_process	376	0.5793528505392912
GO:0006928	0.16925719798885636	0.01950695038718344	1.1875828477237976e-07	-0.21893376382197052	0.03022261462338434	1.3719626386566675e-06	0.8387935830357309	5.485648231843345e-07	9.592977979313091e-06	489	movement of cell or subcellular component	biological_process	373	0.7627811860940695
GO:0016310	0.22516599987636207	0.022481185274290418	1.5129606105590827e-08	-0.269676621347893	0.034830672418595554	5.68175162218355e-07	0.8683181900321408	1.355582295792384e-07	5.869445071858171e-06	609	phosphorylation	biological_process	370	0.6075533661740559
GO:0065003	0.2125505948154415	0.018887618062426555	2.670809551008298e-09	-0.21640142896867554	0.029263067292642667	1.0467498299682653e-06	0.8839343969711679	4.368856357291556e-08	7.975875841168448e-06	431	macromolecular complex assembly	biological_process	370	0.8584686774941995
GO:0071822	0.23670008462707257	0.020335994283535518	1.6023237781317489e-09	-0.24172203769433287	0.031507073428476716	6.423469015801784e-07	0.8909065849516149	3.2465264731919414e-08	6.224481116942706e-06	435	protein complex subunit organization	biological_process	370	0.8505747126436781
GO:0022412	0.17065894134901338	0.016348863079883504	8.223040899870637e-09	-0.21623418309220022	0.025329709595121295	1.49102983475168e-07	0.8818110197849544	9.709723128787647e-08	3.046390535376689e-06	447	cellular process involved in reproduction in multicellular organism	biological_process	369	0.825503355704698
GO:0007281	0.17115053269865832	0.016394496594513006	8.212190948650559e-09	-0.21677188072550507	0.025400410760561494	1.4973617984198857e-07	0.8817996066773084	9.709723128787647e-08	3.046390535376689e-06	446	germ cell development	biological_process	368	0.8251121076233184
GO:0031981	0.10598058069375033	0.014610287411139814	1.3479691537877947e-06	-0.1533190612874096	0.022636090070433514	3.2532791577578653e-06	0.7986326796714066	3.4482482083265967e-06	1.6248170135244466e-05	384	nuclear lumen	cellular_component	364	0.9479166666666666
GO:0044711	0.15925880815810078	0.01721787116396033	4.7963558609671224e-08	-0.1520409097240355	0.02667608593321438	2.607662347464047e-05	0.832397410670449	3.021873674948544e-07	6.949868408861578e-05	454	single-organism biosynthetic process	biological_process	359	0.7907488986784141
GO:0051094	0.22649289317772572	0.027149389895602158	2.0530941098109895e-07	-0.2803877503325529	0.04206324062903727	3.97790491419784e-06	0.822944992952142	8.151682036231695e-07	1.8664748584249336e-05	455	positive regulation of developmental process	biological_process	351	0.7714285714285715
GO:0051240	0.2234660025548943	0.027032817151832342	2.3296980486011583e-07	-0.27509752371149115	0.041882631510717035	4.782103875296233e-06	0.8196133108284276	8.819217878250244e-07	2.110517626151778e-05	461	positive regulation of multicellular organismal process	biological_process	350	0.7592190889370932
GO:0009892	0.22141025576924492	0.02148122729016648	9.919252266736262e-09	-0.2873670830027386	0.0332814120681099	1.2717957478375143e-07	0.8810217711848497	1.0654233006982382e-07	2.8723562748826645e-06	432	negative regulation of metabolic process	biological_process	346	0.8009259259259259
GO:0006082	0.25478660793765595	0.019623800857985037	2.987898846577104e-10	0.31885536442532786	0.030403654031262155	7.673135870384274e-09	0.9523876977303471	1.1098799257181202e-08	1.3529992593948537e-06	439	organic acid metabolic process	biological_process	345	0.785876993166287
GO:0033554	0.3145415063937008	0.027449616664335444	2.0315602185164012e-09	-0.3787025160682216	0.04252838960163176	8.24069946412836e-08	0.8968447619149156	3.658860474358327e-08	2.490367312634045e-06	417	cellular response to stress	biological_process	342	0.8201438848920863
GO:0034220	0.27081704693327724	0.03165737887596406	1.448204974439166e-07	-0.31823780528472556	0.04904758266998777	5.566265663146389e-06	0.8252468771689585	6.237076013103945e-07	2.3407197352334932e-05	611	ion transmembrane transport	biological_process	341	0.55810147299509
GO:0007010	0.16922002175195394	0.01704197363279645	1.7170357131760864e-08	-0.20638927155647183	0.026403563412161393	4.996907346359541e-07	0.8677214209023938	1.4673028419133946e-07	5.533842110906251e-06	375	cytoskeleton organization	biological_process	338	0.9013333333333333
GO:0044459	0.2578850661339019	0.03155610801273128	2.727590476141815e-07	-0.3000536912703608	0.048890681144566725	1.0955648754410318e-05	0.8103599801372408	9.736137226762678e-07	3.713673332531102e-05	1105	plasma membrane part	cellular_component	336	0.3040723981900452
GO:0098588	0.17082566904038057	0.01860307219272988	5.321965446003507e-08	-0.1816545150519925	0.028822213135953543	7.947791443943638e-06	0.8373230409402902	3.216631996686188e-07	2.97708238330914e-05	389	bounding membrane of organelle	cellular_component	335	0.8611825192802056
GO:0040008	0.20854325710693764	0.029738123429012737	2.089229416886535e-06	-0.26642653963540835	0.04607403136720947	2.2077789773585105e-05	0.7690686606571013	4.9867417005471106e-06	6.157575398899642e-05	438	regulation of growth	biological_process	331	0.7557077625570776
GO:0010605	0.21289552839679401	0.02095747984282783	1.229021420209455e-08	-0.28034692943952594	0.03246995682027694	1.2726648666053309e-07	0.8791031229514688	1.2174139956852547e-07	2.8723562748826645e-06	409	negative regulation of macromolecule metabolic process	biological_process	329	0.80440097799511
GO:0043436	0.2372412078122506	0.01910178426678989	5.935374981504909e-10	-0.14976642950535674	0.029594880442896983	9.65576256955396e-05	0.8909333660904689	1.8566269459689918e-08	0.00020495505549422276	401	oxoacid metabolic process	biological_process	326	0.8129675810473815
GO:0046907	0.21898813041559453	0.022731670738962925	2.668293762694421e-08	-0.2647142576112612	0.03521875592305407	8.442137659184072e-07	0.8597615317910463	2.0159185503746408e-07	7.100156342606226e-06	381	intracellular transport	biological_process	326	0.8556430446194225
GO:0034622	0.1641834093534572	0.017834199075497575	5.131425849150702e-08	-0.18597593822898156	0.027630978450102303	3.5222638549551737e-06	0.8428054045991739	3.1868667995893926e-07	1.7072569410524738e-05	354	cellular macromolecular complex assembly	biological_process	323	0.9124293785310734
GO:0019752	0.24299263163418763	0.019334994571414906	4.946673179898233e-10	-0.1526461686050801	0.02995619910229722	8.974816070480333e-05	0.8931838247463206	1.696138130722798e-08	0.00019326204171094726	385	carboxylic acid metabolic process	biological_process	316	0.8207792207792208
GO:0009893	0.16250466197921284	0.01891139570828206	1.360530433101585e-07	-0.22582828879062805	0.029299906604430444	6.03836489454763e-07	0.8439888249166483	5.960259858034709e-07	5.9482898381096265e-06	423	positive regulation of metabolic process	biological_process	315	0.7446808510638298
GO:0048638	0.21566139049527047	0.029983418418835523	1.5052333158057162e-06	-0.2715009909140168	0.046454073136902585	1.9511949375902908e-05	0.7763064940621368	3.790721754352531e-06	5.593216356468631e-05	416	regulation of developmental growth	biological_process	313	0.7524038461538461
GO:0005576	0.5240699577241114	0.02742497563948423	6.293084118695772e-13	-0.37087381202680714	0.042490212634795736	1.0925375857138866e-07	0.9519345531142893	1.6029384262335088e-10	2.7055479379553607e-06	522	extracellular region	cellular_component	311	0.5957854406130269
GO:1901135	0.22002580557716764	0.020375877818606846	4.965351623622703e-09	-0.24080326744548913	0.03156886600426913	6.938375579892711e-07	0.8790853871663876	6.716052744959529e-08	6.376867865437475e-06	451	carbohydrate derivative metabolic process	biological_process	310	0.6873614190687362
GO:0043603	0.10817356820827578	0.015972215404519503	3.2569488190992586e-06	-0.12821937226453387	0.024746159767220017	7.510635406560435e-05	0.7460204158634224	7.056062872969596e-06	0.00016718430624091453	347	cellular amide metabolic process	biological_process	309	0.8904899135446686
GO:0048285	0.14536590452376785	0.013089927009067226	3.261702080335505e-09	-0.17614205955398163	0.020280557011268952	1.1713702546175592e-07	0.8912416412178445	5.057056355859309e-08	2.7480962683988263e-06	353	organelle fission	biological_process	309	0.8753541076487252
GO:2000026	0.19340489403437341	0.018813292072349948	1.0310012923527437e-08	-0.2386824363709137	0.029147912144861975	2.6535515856579165e-07	0.8764959953832636	1.0905880797474466e-07	3.975867627922744e-06	374	regulation of multicellular organismal development	biological_process	306	0.8181818181818182
GO:0000280	0.14242291562282072	0.013109533752210113	4.534454798065113e-09	-0.17298786930291885	0.02031093423734815	1.5400963443405995e-07	0.8870179954153334	6.490976643471384e-08	3.046390535376689e-06	348	nuclear division	biological_process	305	0.8764367816091954
GO:0010033	0.3218236578516519	0.02672419327911711	9.533463062696296e-10	-0.3376326719683556	0.0414044726912443	2.810312498604006e-07	0.8986434413059143	2.5370394986249993e-08	4.0920056679893636e-06	503	response to organic substance	biological_process	304	0.6043737574552683
GO:0006952	0.8620772724797913	0.044339719956292566	4.747699792940021e-13	-0.39666423562016284	0.06869665643012395	2.24532275624603e-05	0.9519256477533805	1.6003176421002418e-10	6.235841860415376e-05	425	defense response	biological_process	303	0.7129411764705882
GO:0040014	0.2173314458723539	0.03080707136582451	1.934848330138012e-06	-0.2735820511248086	0.04773017960696457	2.44381029526232e-05	0.7692784145221029	4.6682470536347436e-06	6.622057380627229e-05	397	regulation of multicellular organism growth	biological_process	303	0.7632241813602015
GO:0070887	0.3076767377511084	0.03045295938766305	1.3313992138582003e-08	0.1838449133994463	0.04718154490819947	0.0011603652610293338	0.886346535216618	1.269604654898957e-07	0.001722673822160951	507	cellular response to chemical stimulus	biological_process	301	0.5936883629191322
GO:0019098	0.23229023316542152	0.025787863593209705	7.000237675393709e-08	-0.29398904129001346	0.03995379328231902	1.117799230986153e-06	0.8467256560675566	3.9373576578003097e-07	8.409434720878948e-06	394	reproductive behavior	biological_process	300	0.7614213197969543
GO:0006396	0.08183689124704224	0.01198799913195573	2.9455725472737092e-06	-0.09183405787388188	0.01857331211077514	0.00012311449226717222	0.7425542455070004	6.458815577034951e-06	0.00025173525196372484	309	RNA processing	biological_process	298	0.9644012944983819
GO:0045927	0.22131705147263242	0.03124272313666045	1.8344109259122391e-06	-0.27692961548998585	0.04840514598144309	2.4971790386215216e-05	0.7700018232089695	4.456069047549758e-06	6.725785839670957e-05	385	positive regulation of growth	biological_process	296	0.7688311688311689
GO:0098805	0.292819902815605	0.022708828693813663	3.324432852665023e-10	-0.3375430986605483	0.035183366161248474	2.8332686990642274e-08	0.9147689805558019	1.2070841431605092e-08	2.104882537679799e-06	374	whole membrane	cellular_component	291	0.7780748663101604
GO:0009605	0.4206171025604109	0.026802658197199902	1.508737187694719e-11	-0.3255246949348215	0.04152604038550725	4.808170307310468e-07	0.931350958750486	1.7933856037731223e-09	5.5009813748236226e-06	404	response to external stimulus	biological_process	290	0.7178217821782178
GO:0032989	0.22719154343585055	0.024533481984490117	4.7164773633297474e-08	-0.2630690129585466	0.038010347935992554	2.472990005464644e-06	0.8461553911893753	3.0037257073033837e-07	1.3865852766488868e-05	380	cellular component morphogenesis	biological_process	287	0.7552631578947369
GO:0030163	0.23391399260501264	0.020302290751041372	1.870270990114131e-09	-0.28868863940149536	0.03145485568793811	5.361781399868552e-08	0.8994118045328562	3.551118829947145e-08	2.1244569413256953e-06	382	protein catabolic process	biological_process	286	0.7486910994764397
GO:0045184	0.2376076300813512	0.026564603381442228	7.736004003691403e-08	-0.2830781110377706	0.041157216001732125	2.677668139774456e-06	0.8392082888282061	4.129238785761472e-07	1.4396896880558674e-05	334	establishment of protein localization	biological_process	284	0.8502994011976048
GO:0048639	0.22507146486756271	0.032463136808028405	2.4181474182349725e-06	-0.2807898224096655	0.05029596393805701	3.3002123104366714e-05	0.7616522473347236	5.534732794239995e-06	8.602746417410212e-05	367	positive regulation of developmental growth	biological_process	283	0.771117166212534
GO:0051246	0.20460374304766474	0.018080152487058822	2.4547091070898443e-09	-0.2598055267691662	0.028012040329349515	4.613204542399556e-08	0.897972404900342	4.090417138262797e-08	2.1244569413256953e-06	364	regulation of protein metabolic process	biological_process	283	0.7774725274725275
GO:0006518	0.10139238740965256	0.01603252568174588	7.623806990870844e-06	-0.11904634782573935	0.024839600014427483	0.00016948828071686666	0.7168516035386944	1.4476714643755021e-05	0.00032740802222987355	310	peptide metabolic process	biological_process	282	0.9096774193548387
GO:0040018	0.2256628316419292	0.0323793033897884	2.2621337517278665e-06	-0.28099579670290614	0.050166078689889614	3.178580780102065e-05	0.7633508771348032	5.2862181904728515e-06	8.33442578076762e-05	365	positive regulation of multicellular organism growth	biological_process	282	0.7726027397260274
GO:0005783	0.1753729656542002	0.021301943800947677	2.4647801277516046e-07	-0.21597655944284652	0.033003643596080795	5.0072788708749665e-06	0.818413023486666	9.152316647856286e-07	2.1882299575416826e-05	313	endoplasmic reticulum	cellular_component	276	0.8817891373801917
GO:0005856	0.2746274031989858	0.021137297125797285	2.955927030602787e-10	-0.2885034463822245	0.03274855231254725	9.589763097691193e-08	0.9118532019774317	1.1098799257181202e-08	2.6558733089442025e-06	371	cytoskeleton	cellular_component	276	0.7439353099730458
GO:0015031	0.23947032211499716	0.026719294402517794	7.519438001296937e-08	-0.2853816025497157	0.04139688273706849	2.6003948566471714e-06	0.8397852198987744	4.092499216621821e-07	1.4135683016469227e-05	325	protein transport	biological_process	276	0.8492307692307692
GO:0006629	0.27427434749662494	0.023897221272017988	1.982804795195213e-09	-0.23084702030649001	0.037024573023391176	9.058513282979424e-06	0.8805202894841888	3.658860474358327e-08	3.2628947845560225e-05	356	lipid metabolic process	biological_process	273	0.7668539325842697
GO:0006812	0.24879675776501928	0.02874306465441957	1.2283862627150598e-07	-0.29512118007907434	0.04453236148671881	4.278995803986633e-06	0.8295579965220524	5.601567024094505e-07	1.956269107309786e-05	445	cation transport	biological_process	273	0.6134831460674157
GO:0032268	0.2053057750416312	0.01832998502858346	2.8675263865651856e-09	-0.2611444685686946	0.02839911224336026	5.2165606948481235e-08	0.8961650835981667	4.564999595755112e-08	2.1244569413256953e-06	354	regulation of cellular protein metabolic process	biological_process	273	0.7711864406779662
GO:0005694	0.11569334312131842	0.022130236408639453	6.822088307161679e-05	-0.16185223561120807	0.03428693841053391	0.0001974236445462835	0.6607570811375354	0.00010086055930074024	0.00037487365093293235	301	chromosome	cellular_component	272	0.9036544850498339
GO:0065009	0.20774211127089837	0.02030712150208222	1.1082559199900378e-08	-0.27068685185040225	0.03146234009345262	1.337338489020564e-07	0.8797363534575311	1.129128585751226e-07	2.9805931574045823e-06	370	regulation of molecular function	biological_process	272	0.7351351351351352
GO:0018991	0.20872710711058973	0.025597929395411015	2.8123716717675083e-07	-0.2735269645155642	0.039659523396461165	2.5856008254201413e-06	0.8223733091087521	9.949322799129896e-07	1.4135683016469227e-05	348	oviposition	biological_process	270	0.7758620689655172
GO:0048870	0.1323518895652347	0.018427485976671557	1.5337738017807731e-06	-0.18117065346611227	0.028550172943315556	7.314266525050475e-06	0.7871934245264971	3.8301382192928835e-06	2.8311554955028133e-05	341	cell motility	biological_process	270	0.7917888563049853
GO:0051674	0.1323518895652347	0.018427485976671557	1.5337738017807731e-06	-0.18117065346611227	0.028550172943315556	7.314266525050475e-06	0.7871934245264971	3.8301382192928835e-06	2.8311554955028133e-05	341	localization of cell	biological_process	270	0.7917888563049853
GO:0006461	0.25933670869354125	0.021993788719740417	1.3153022430856189e-09	-0.2543370460219983	0.03407553653397219	9.261525706195776e-07	0.8916577753794812	2.7977668999720292e-08	7.274581644998709e-06	325	protein complex assembly	biological_process	268	0.8246153846153846
GO:0033043	0.12769263445535342	0.014984365260843556	1.5281919096509157e-07	-0.1436553650826048	0.023215658402045643	9.926320804385499e-06	0.8201515756826837	6.48753851168472e-07	3.4500253400037713e-05	319	regulation of organelle organization	biological_process	268	0.8401253918495298
GO:0070271	0.25933670869354125	0.021993788719740417	1.3153022430856189e-09	-0.2543370460219983	0.03407553653397219	9.261525706195776e-07	0.8916577753794812	2.7977668999720292e-08	7.274581644998709e-06	325	protein complex biogenesis	biological_process	268	0.8246153846153846
GO:0019637	0.17093835642676702	0.018946990713827848	6.845367460693452e-08	-0.20253097098991812	0.029355054852299802	2.5737909333656343e-06	0.8410805106512558	3.88257111121219e-07	1.4135683016469227e-05	325	organophosphate metabolic process	biological_process	267	0.8215384615384616
GO:0071310	0.32917482577285084	0.027157918592052757	8.631786584832271e-10	-0.327418206786395	0.0420764543554758	5.310419781396436e-07	0.8975081476661394	2.4429326159930062e-08	5.812720392908004e-06	450	cellular response to organic substance	biological_process	267	0.5933333333333334
GO:0016477	0.1258212461902847	0.018672472623712574	3.4723725336040715e-06	-0.17395261835699088	0.02892973698969056	1.3978928408793133e-05	0.7658794392664288	7.441394504105841e-06	4.411362912561311e-05	332	cell migration	biological_process	266	0.8012048192771084
GO:1902494	0.1213542120010261	0.015590946354961267	5.290913287311752e-07	-0.1471671215501742	0.02415544992668064	1.1957054575872195e-05	0.798972477172373	1.6098461418561182e-06	3.9924023050150045e-05	312	catalytic complex	cellular_component	265	0.8493589743589743
GO:0007399	0.16853074575866672	0.026870856678987226	8.433605515185153e-06	-0.2408663622347316	0.04163170202877018	2.194260799387286e-05	0.7439444200632666	1.5696366005819548e-05	6.132236685435002e-05	367	nervous system development	biological_process	263	0.7166212534059946
GO:0070925	0.2072487898589336	0.022819505066020037	6.227618787163421e-08	-0.24098271745366012	0.03535483988106196	3.0033712814670144e-06	0.8412737916733914	3.61710062868656e-07	1.5387962628895653e-05	305	organelle assembly	biological_process	262	0.8590163934426229
GO:0043604	0.0840053805597945	0.010994525810394812	6.784903688880853e-07	-0.09310554487323597	0.017034098613011972	4.1850794187708376e-05	0.7832417221578387	1.9575215659020326e-06	0.00010378298475199447	280	amide biosynthetic process	biological_process	261	0.9321428571428572
GO:0048583	0.21450707566035265	0.019503053996609614	3.770238276933984e-09	-0.27375149775392793	0.030216577846317823	6.45094264907794e-08	0.8929229150194924	5.570367780827648e-08	2.300406148661193e-06	357	regulation of response to stimulus	biological_process	260	0.7282913165266106
GO:0048580	0.19529864126928317	0.020212388246813855	2.555526858341334e-08	-0.2203973824165461	0.031315567450411724	1.9946540650204184e-06	0.8551485995361816	1.9389380376266378e-07	1.229433486273989e-05	307	regulation of post-embryonic development	biological_process	256	0.8338762214983714
GO:0061062	0.19529864126928317	0.020212388246813855	2.555526858341334e-08	-0.2203973824165461	0.031315567450411724	1.9946540650204184e-06	0.8551485995361816	1.9389380376266378e-07	1.229433486273989e-05	307	regulation of nematode larval development	biological_process	256	0.8338762214983714
GO:0070727	0.25711233654191057	0.029262254520962195	9.952480954555523e-08	-0.3037885827435317	0.04533675555864886	3.725866361872546e-06	0.8334816673853402	4.902009265738258e-07	1.7668137561751995e-05	304	cellular macromolecule localization	biological_process	256	0.8421052631578947
GO:0005975	0.32742823038601826	0.02191399257204669	3.294109037463439e-11	-0.278781959386981	0.033951906331797545	2.5556678666676426e-07	0.9265062301334244	2.44724850574888e-09	3.893910113685378e-06	380	carbohydrate metabolic process	biological_process	255	0.6710526315789473
GO:0010629	0.16999390111806134	0.022635380116982604	8.53491165539345e-07	-0.23135191951486542	0.035069570412136424	4.5298359603878405e-06	0.8013660364180447	2.3814941285706608e-06	2.0293209842642012e-05	296	negative regulation of gene expression	biological_process	254	0.8581081081081081
GO:0034613	0.2587791968506547	0.029591996198872178	1.0639836314276107e-07	-0.30501235407486366	0.04584763273108937	4.077337475075639e-06	0.8319102070113212	5.113430767750484e-07	1.8838222610337646e-05	302	cellular protein localization	biological_process	254	0.8410596026490066
GO:0050790	0.2125451511874599	0.021030347516558943	1.325123435667928e-08	-0.27661950448981526	0.032582852561434145	1.610424460862294e-07	0.8770076835933385	1.269604654898957e-07	3.054666823103692e-06	345	regulation of catalytic activity	biological_process	254	0.736231884057971
