wormbase_id	avg_sample_exp_ile	var_sample_exp_ile	var_ile	gene_symbol	orf_id
WBGene00004430	98.82476909490077	0.7130904315058902	0.9115674769488683	rpl-18	Y45F10D.12
WBGene00004480	98.4739210021581	0.7496475349394801	0.9220452640402346	rps-11	F40F11.1
WBGene00015913	99.1810480393994	0.7570950249646738	0.932523051131601		C17F4.7
WBGene00006725	98.75724549485152	0.7700195789261646	0.9430008382229673	ubl-1	H06I04.4
WBGene00004471	99.01930484280712	0.8375447525698408	0.9534786253143336	rps-2	C49H3.11
WBGene00001749	96.864246822193	0.8377762399054373	0.9639564124056998	gst-1	R107.7
WBGene00010896	98.44145253235105	0.862928142265207	0.9744341994970661		M28.5
WBGene00006926	99.39621798599252	0.8660704725076169	0.9849119865884326	vit-2	C42D8.2
WBGene00044638	97.82897237772201	0.8724325196148809	0.9953897736797989		F23A7.8
WBGene00004421	98.63885506591012	0.8855369333137345	1.0058675607711651	rpl-10	F10B5.1
WBGene00010174	98.50803683647536	0.9020559196465777	1.0163453478625315		F56H9.2
WBGene00004410	98.14326179299941	0.9220832028591092	1.0268231349538977	rla-2	Y62E10A.1
WBGene00003947	97.88873880558232	0.9452017661868962	1.037300922045264	pbs-1	K08D12.1
WBGene00006529	98.2747947471939	1.0006840136045383	1.0477787091366304	tba-2	C47B2.3
WBGene00009069	98.02706043728632	1.0206839452234364	1.0582564962279966		F23A7.4
WBGene00004412	98.68550293156267	1.0447401039463304	1.068734283319363	rpl-1	Y71F9AL.13
WBGene00004472	98.81436979673492	1.1063505563396139	1.0792120704107293	rps-3	C23G10.3
WBGene00000263	96.99017668486961	1.1493013402016379	1.0896898575020955		F23H11.5
WBGene00004919	95.91484469462084	1.1637262166376547	1.1001676445934618	snr-6	Y49E10.15
WBGene00010556	98.40246103082337	1.2453213557020844	1.1106454316848282	rack-1	K04D7.1
WBGene00001423	98.27439988929912	1.3020136548118582	1.1211232187761944	fib-1	T01C3.7
WBGene00006519	97.57046714710069	1.3382945152748544	1.1316010058675607	tag-174	F54D8.2
WBGene00000114	97.76021547926236	1.4422767028708507	1.1420787929589271	alh-8	F13D12.4
WBGene00010539	98.81449209680844	1.5066747879376368	1.1525565800502935	ttr-2	K03H1.4
WBGene00016655	96.5725341353245	1.5981466657919525	1.1630343671416596	acbp-1	C44E4.6
WBGene00010478	96.49261189339221	1.6241186311759963	1.173512154233026		K01G5.5
WBGene00000371	97.02777892156094	1.627237523383274	1.1839899413243922	cco-1	F26E4.9
WBGene00017075	97.98759638170506	1.6335642558616175	1.1944677284157585	nap-1	D2096.8
WBGene00000931	97.00200609517347	1.6473597754824914	1.204945515507125	dao-5	C25A1.10
WBGene00004143	98.22261823446013	1.6520579119144871	1.2154233025984913	pqn-59	R119.4
WBGene00012382	98.31774535798691	1.7080264461107009	1.2259010896898574	ttr-16	Y5F2A.1
WBGene00003214	96.25133334247458	1.7302125298570052	1.2363788767812238	mel-32	C05D11.11
WBGene00008262	96.96998898819542	1.7528399316115166	1.24685666387259	ril-1	C53A5.1
WBGene00004494	98.21142512049074	1.7563401922448694	1.2573344509639564	rps-25	K02B2.5
WBGene00006728	97.76856981458693	1.8424346414746329	1.2678122380553227	ubq-2	ZK1010.1
WBGene00004439	98.07649353333683	1.8960023239461756	1.278290025146689	rpl-25.2	F52B5.6
WBGene00003902	98.36836125256987	2.0166073001485936	1.2887678122380553	pab-1	Y106G6H.2
WBGene00006481	95.49396543292133	2.062264805132562	1.2992455993294216	plrg-1	D1054.15
WBGene00002268	97.26199037224637	2.0630815946095673	1.3097233864207878	lec-5	ZK1248.16
WBGene00022170	97.58869011326165	2.1462443928067407	1.3202011735121544		Y71H2AM.5
WBGene00004302	97.66924564652835	2.335973493888084	1.3306789606035205	ran-1	K01G5.4
WBGene00001166	94.78178636692888	2.4281761149183896	1.341156747694887	eftu-2	ZK328.2
WBGene00004476	97.37556433001419	2.4718550009414266	1.351634534786253	rps-7	ZC434.2
WBGene00003927	96.06208128353798	2.560571257141084	1.3621123218776194	pas-6	CD4.6
WBGene00016594	98.16488175894999	2.6273256263611633	1.3725901089689856		C42D4.1
WBGene00000273	97.82784908224522	2.660449412397105	1.3830678960603522	brp-1	Y79H2A.1
WBGene00000802	98.72809371189565	2.6819882891595177	1.3935456831517183	crt-1	Y38A10A.5
WBGene00009294	95.01454670046216	2.6978196485016763	1.4040234702430847		F31D4.9
WBGene00009161	97.50673298803159	2.704350329098594	1.4145012573344509		F26E4.6
WBGene00000121	97.1284857287521	2.773508576816436	1.4249790444258172	aly-2	F23B2.6
WBGene00001394	97.83144229585885	2.8790212587063304	1.4354568315171836	fat-2	W02A2.1
WBGene00006727	98.16181992735905	2.9256655685604867	1.44593461860855	ubq-1	F25B5.4
WBGene00000065	97.99809536239674	2.9897308015164934	1.4564124056999161	act-3	T04C12.4
WBGene00009051	94.91523421287269	3.0009673272533246	1.4668901927912825	nduf-6	F22D6.4
WBGene00004422	97.5887347055684	3.024284166925828	1.4773679798826487	rpl-11.1	T22F3.4
WBGene00015810	94.89681660495485	3.030059572092953	1.4878457669740153		C16A3.5
WBGene00010627	96.63210559027975	3.1108210565568593	1.4983235540653814		K07C5.4
WBGene00002249	93.99050015260786	3.2439089943429833	1.5088013411567478	lap-1	ZK353.6
WBGene00000474	97.27530316488239	3.2445248415171974	1.519279128248114	cey-3	M01E11.5
WBGene00021486	96.86329257526751	3.2709196646784062	1.5297569153394803	lbp-9	Y40B10A.1
WBGene00021959	94.95860463084894	3.2936233673313033	1.5402347024308465		Y57E12AL.6
WBGene00010440	98.90876306371592	3.303828548064448	1.5507124895222129	ttr-51	JC8.8
WBGene00004931	95.01178379553288	3.321467137485383	1.5611902766135792	sod-2	F10D11.1
WBGene00010962	96.76733378396244	3.3308991800929384	1.5716680637049456	ctc-3	MTCE.23
WBGene00004470	98.14358384215315	3.3318533781929376	1.582145850796312	rps-1	F56F3.5
WBGene00019322	97.64323678325303	3.3518471347778744	1.5926236378876781	ahcy-1	K02F2.2
WBGene00019120	91.9779189873135	3.376095100634876	1.6031014249790445	npl-4.1	F59E12.4
WBGene00004503	95.68399915223497	3.414098382745883	1.6135792120704107	rpt-3	F23F12.6
WBGene00012544	96.45539342274478	3.440685778864774	1.624056999161777		Y37D8A.2
WBGene00019510	98.169717561179	3.4820939417706613	1.6345347862531434		K07H8.10
WBGene00013144	95.54815937306016	3.48494245565741	1.6450125733445096		Y53C12B.2
WBGene00004463	95.69819981287547	3.486902556995299	1.655490360435876	rpn-7	F49C12.8
WBGene00017926	96.14737350771424	3.5171121331998068	1.665968147527242		F29C4.2
WBGene00004453	97.59284260466332	3.6249945294042036	1.6764459346186085	rpl-39	C26F1.9
WBGene00008378	98.42613976917019	3.7132881017699906	1.686923721709975		D1054.11
WBGene00011038	96.7795872867066	3.7413781641410386	1.6974015088013412		R05H5.3
WBGene00009454	97.72051831827656	3.7866379218901307	1.7078792958927076		F36A2.7
WBGene00007786	94.56856309747081	3.893376352570812	1.7183570829840737	rmd-2	C27H6.4
WBGene00007463	95.38847423975994	3.9093776078810754	1.7288348700754401	vgln-1	C08H9.2
WBGene00004464	95.88943242569317	3.936199500943707	1.7393126571668065	rpn-8	R12E2.3
WBGene00016435	96.41881459151286	4.039511323508889	1.7497904442581727		C35B1.5
WBGene00018145	96.71291352518273	4.213092550715465	1.760268231349539		F37C4.5
WBGene00003914	93.3259920738707	4.233539197579874	1.7707460184409052	pam-1	F49E8.3
WBGene00005663	96.3873198834787	4.284378547290533	1.7812238055322716	sars-1	C47E12.1
WBGene00001227	94.75264788858351	4.28637016529297	1.7917015926236377	eif-3.D	R08D7.3
WBGene00022042	97.59702520942682	4.31438387950302	1.802179379715004	icd-2	Y65B4BR.5
WBGene00011273	97.29074579891859	4.336307469820668	1.8126571668063707		R53.4
WBGene00016493	97.35058955777191	4.421352171698282	1.8231349538977366		C37A2.7
WBGene00000214	97.36861251770478	4.455300789793525	1.8336127409891032	asp-1	Y39B6A.20
WBGene00019327	96.83286347715378	4.462994378438154	1.8440905280804691	zip-2	K02F3.4
WBGene00012964	95.20983286264429	4.628936250402313	1.8545683151718357		Y48A6B.3
WBGene00019900	97.81983543404027	4.654335225451927	1.865046102263202	vdac-1	R05G6.7
WBGene00004405	96.25930790681424	4.709899634818073	1.8755238893545683	rop-1	C12D8.11
WBGene00019679	94.59908175939015	4.728386228974749	1.8860016764459346		K12H4.4
WBGene00000535	97.78005859532708	4.747046188566837	1.8964794635373008	cpi-1	K08B4.6
WBGene00002077	96.5015741311128	4.75491451361675	1.9069572506286672	imb-3	C53D5.6
WBGene00004454	96.95383588128378	4.767450126901218	1.9174350377200338	rpl-36.A	C09H10.2
WBGene00002980	97.8697968461718	4.7679805600737994	1.9279128248113997	lgg-1	C32D5.9
WBGene00001094	95.77073758776646	4.858286889995241	1.9383906119027663	dars-1	B0464.1
WBGene00008377	97.17582046746591	4.863555958797857	1.9488683989941322		D1054.10
WBGene00004445	98.11085900859374	4.870141885026853	1.9593461860854988	rpl-31	W09C5.6
WBGene00007718	93.24756921482023	4.88631247424124	1.9698239731768652	otub-1	C25D7.8
WBGene00003926	95.55200057149658	4.946264314114694	1.9803017602682313	pas-5	F25H2.9
WBGene00004504	95.42401635130243	4.960501998454051	1.9907795473595977	rpt-4	F23F1.8
WBGene00006724	92.43373112271146	4.962372401277966	2.0012573344509637	ubh-4	C08B11.7
WBGene00000754	98.82331101009481	4.998408199380371	2.0117351215423303	col-181	W03G11.1
WBGene00004888	95.19081845724023	5.002208175560902	2.022212908633697	smo-1	K12C11.2
WBGene00000788	95.58739825676618	5.007516364763751	2.032690695725063	cpz-1	F32B5.8
WBGene00000475	97.40600121462367	5.0769993886367795	2.043168482816429	cey-4	Y39A1C.3
WBGene00007143	92.84559181877697	5.23284463207405	2.0536462699077953		B0334.3
WBGene00012497	95.12982555304056	5.243941682634918	2.064124056999162	ragc-1	Y24F12A.2
WBGene00007235	94.52215938694125	5.252917196945366	2.074601844090528		C01G10.8
WBGene00001431	93.3357051558437	5.324409797301017	2.085079631181894	fkb-6	F31D4.3
WBGene00009394	97.1069342205073	5.367828370029331	2.095557418273261	clec-63	F35C5.6
WBGene00000680	98.18579850649124	5.457596102591594	2.106035205364627	col-106	Y77E11A.15
WBGene00009264	94.14750721353606	5.5281353450096296	2.116512992455993	sac-1	F30A10.6
WBGene00016636	98.94444432755914	5.65420856901467	2.1269907795473593	perm-2	C44B12.1
WBGene00004475	97.0773724801715	5.688336984490063	2.137468566638726	rps-6	Y71A12B.1
WBGene00007709	98.34374975801722	5.725350175996563	2.1479463537300925	clec-87	C25A1.8
WBGene00002271	97.95670013882832	5.774082326134638	2.1584241408214586	lec-8	R07B1.10
WBGene00003962	95.41164577833631	5.924784489843565	2.1689019279128248	pdi-1	C14B1.1
WBGene00009992	93.52419570236609	6.011522387978453	2.179379715004191		F53F4.10
WBGene00017128	98.10937652533809	6.0385738666029045	2.1898575020955575		E04F6.9
WBGene00004312	92.8879815015226	6.054180415261935	2.2003352891869237	rba-1	K07A1.11
WBGene00011511	86.42128310122209	6.078455116498125	2.21081307627829	gpcp-2	T05H10.7
WBGene00015809	93.24317796785905	6.11107039430199	2.2212908633696564		C16A3.4
WBGene00003096	98.88438578253307	6.236189982861326	2.2317686504610226	lys-7	C02A12.4
WBGene00003821	95.22345396549382	6.271237139320779	2.2422464375523887	nst-1	K01C8.9
WBGene00017727	95.99628005160399	6.311328352133405	2.2527242246437553		F22H10.3
WBGene00017982	96.31053711028919	6.3559056558175495	2.2632020117351215	hpo-18	F32D1.2
WBGene00012351	94.35650013872673	6.368840255631251	2.273679798826488		W09C5.1
WBGene00020297	96.61048368822495	6.4309442358936995	2.2841575859178542	nog-1	T07A9.9
WBGene00018605	97.85634105073775	6.490273774625317	2.2946353730092204		F48E3.4
WBGene00000829	93.14879563021802	6.654540557639647	2.305113160100587	ctb-1	MTCE.21
WBGene00018361	93.47793445970296	6.65948412951894	2.315590947191953		F42G8.10
WBGene00020894	96.09549906303535	6.696394264750898	2.3260687342833193		T28D9.1
WBGene00007400	91.74351325826348	6.787648955284086	2.3365465213746854		C07A9.2
WBGene00013867	97.49179033320993	6.798542447760726	2.347024308466052		ZC373.2
WBGene00012803	88.49409786912689	6.8126345675977324	2.3575020955574186		Y43F4B.5
WBGene00018132	92.43118323998273	7.041695816930493	2.3679798826487843		F37A4.2
WBGene00011063	97.33024209888211	7.059725127607374	2.378457669740151	cpg-3	R06C7.4
WBGene00016178	98.2600018011622	7.0696840228192785	2.388935456831517	mesp-1	C28C12.2
WBGene00011292	95.25286839794434	7.092879942211605	2.3994132439228837		R102.5
WBGene00018149	90.85589863181083	7.2560113373990704	2.40989103101425		F37C12.1
WBGene00009364	91.58989252444898	7.33719839750568	2.420368818105616		F33H1.3
WBGene00016653	95.68446244365232	7.367276992710539	2.4308466051969826		C44E4.4
WBGene00000833	95.82439948423108	7.559339744870347	2.4413243922883487	cts-1	T20G5.2
WBGene00000229	96.03754946805621	7.565467354995596	2.451802179379715	atp-2	C34E10.6
WBGene00003079	93.62648287025354	7.679815533198712	2.462279966471081	lsm-5	F28F8.3
WBGene00014086	95.82211430806915	7.694408635371936	2.4727577535624476		ZK809.3
WBGene00010333	91.44442727020497	7.70458243959628	2.4832355406538142	copz-1	F59E10.3
WBGene00012140	96.54371970801539	7.781182915947908	2.49371332774518		T28F4.5
WBGene00001336	93.784101635655	7.823206204335016	2.5041911148365466	qars-1	Y41E3.4
WBGene00008371	94.64341966554244	7.836536624252122	2.5146689019279127		D1054.3
WBGene00004930	94.97108228010202	7.843052638536821	2.5251466890192793	sod-1	C15F1.7
WBGene00015509	86.46305626075683	8.035974886300833	2.5356244761106455		C06A6.4
WBGene00019246	92.21934173277558	8.149875564553621	2.5461022632020116	rpb-5	H27M09.2
WBGene00001007	82.92077019320344	8.247187463256706	2.556580050293378	dli-1	C39E9.14
WBGene00004754	92.76184708021765	8.293847371709797	2.5670578373847444	sec-23	Y113G7A.3
WBGene00019895	96.4398919370399	8.428834251472336	2.5775356244761105	aagr-2	R05F9.12
WBGene00002265	96.33789039593275	8.550906162409165	2.588013411567477	lec-2	F52H3.7
WBGene00009732	89.32712283469068	8.620820971709007	2.5984911986588433	cope-1	F45G2.4
WBGene00008414	93.5618176908999	8.638589381895812	2.6089689857502094		D2030.4
WBGene00019946	92.17548034913429	8.73090094605887	2.6194467728415756	chat-1	R08C7.2
WBGene00003836	93.29569616357529	8.752233760659147	2.629924559932942	nxt-1	Y71F9AM.5
WBGene00001018	90.78373640262204	8.777229469094225	2.6404023470243088	dnc-2	C28H8.12
WBGene00020949	83.73028101007954	8.816705837362733	2.650880134115675		W02F12.4
WBGene00021420	93.33138075066917	8.868542767451302	2.661357921207041	trap-3	Y38F2AR.2
WBGene00007534	92.04552781754501	8.888216712168331	2.671835708298407		C12D8.1
WBGene00004437	94.19594516747676	9.031140385621912	2.682313495389774	rpl-24.2	C03D6.8
WBGene00009132	84.73202783269572	9.031913032155304	2.69279128248114		F25H8.2
WBGene00016638	98.84244290484197	9.071970872250938	2.703269069572506	perm-4	C44B12.5
WBGene00006465	82.12567768304181	9.115492551654496	2.7137468566638727	fntb-1	F23B12.6
WBGene00014120	86.18228400231105	9.148882198657226	2.724224643755239		ZK858.7
WBGene00015555	83.24585993898735	9.213033943223898	2.734702430846605	ufl-1	C06G3.9
WBGene00012354	94.17997171633657	9.257839510662953	2.745180217937971		W09C5.8
WBGene00018866	89.32929227022106	9.329625737617063	2.7556580050293378	nath-10	F55A12.8
WBGene00008238	88.5517906819312	9.357005946457612	2.7661357921207044		C50F4.16
WBGene00010326	93.53066355052069	9.390912182203191	2.7766135792120705		F59C6.5
WBGene00002064	96.28811466564147	9.44341285040071	2.7870913663034367	iff-1	T05G5.10
WBGene00001426	95.02130780626062	9.449292718918281	2.797569153394803	fkb-1	F36H1.1
WBGene00000888	90.5315190517761	9.58596012405321	2.8080469404861694	cyn-12	C34D4.12
WBGene00020866	91.76058396928407	9.683026913987945	2.8185247275775356	vps-24	T27F7.1
WBGene00022089	96.86608952332297	10.050296956585498	2.8290025146689017		Y69A2AR.18
WBGene00044314	3.102064304537255	10.055287103213132	2.8394803017602683	fbxb-33	M151.8
WBGene00001564	96.46443065998626	10.092606816531976	2.8499580888516345	icl-1	C05E4.9
WBGene00001909	94.0985646260887	10.123076563852182	2.8604358759430006	his-35	C50F4.13
WBGene00004440	96.85039685421509	10.202859091624044	2.8709136630343672	rpl-26	F28C6.7
WBGene00012860	89.3623819557405	10.2992193042358	2.8813914501257334	acdh-11	Y45F3A.3
WBGene00015514	97.32507921014587	10.304831084452111	2.8918692372171		C06A8.3
WBGene00000198	91.15670753984436	10.312426239756151	2.902347024308466	art-1	C15F1.6
WBGene00002985	91.46509793904049	10.3554363640377	2.9128248113998323	lig-1	C29A12.3
WBGene00007971	89.38884484392779	10.483279077160251	2.923302598491199	rpb-3	C36B1.3
WBGene00022194	95.7319592768063	10.567811869404645	2.933780385582565		Y71H2B.4
WBGene00004426	96.05462311442949	10.636890313927132	2.944258172673931	rpl-14	C04F12.4
WBGene00006959	94.01063041668152	10.641399355890394	2.9547359597652973	xbp-1	R74.3
WBGene00004808	95.23705520816036	10.643468357202451	2.965213746856664	skr-2	F46A9.4
WBGene00016627	96.86251335255359	10.66751738174258	2.9756915339480305		C44B7.5
WBGene00000066	97.16942739801301	10.694161525839814	2.9861693210393963	act-4	M03F4.2
WBGene00004502	92.66951643269093	10.717433202001288	2.996647108130763	rpt-2	F29G9.5
WBGene00012978	89.65620182293186	10.85822776307299	3.007124895222129		Y48B6A.1
WBGene00013209	93.80085302006266	10.866753574751439	3.0176026823134956	bub-3	Y54G9A.6
WBGene00006617	93.89358028214933	10.877926175812087	3.0280804694048618	tars-1	C47D12.6
WBGene00001661	89.70816837209979	10.927828929267282	3.038558256496228	gop-2	C34E10.2
WBGene00004702	93.47272093431951	10.930924159291056	3.0490360435875945	rsp-5	T28D9.2
WBGene00016323	91.78715529962349	10.956668721733196	3.0595138306789607		C32E8.5
WBGene00020181	94.00645710212304	11.216748085520917	3.069991617770327		T02H6.11
WBGene00016443	89.90552445221563	11.301613894587737	3.080469404861693		C35D10.6
WBGene00007413	89.80748565037445	11.307624661501709	3.0909471919530596	pro-2	C07E3.2
WBGene00008768	85.58490077610794	11.37368088044766	3.1014249790444257		F13G3.10
WBGene00006433	94.3808809995019	11.397516359828911	3.111902766135792	sdhb-1	F42A8.2
WBGene00010964	95.67550809786606	11.469571717566419	3.1223805532271585	ctc-1	MTCE.26
WBGene00011059	91.64993527158018	11.517619751506373	3.132858340318525		R06C1.4
WBGene00003934	96.44809470872576	11.532037067943008	3.143336127409891	pat-10	F54C1.7
WBGene00010609	96.84375284669106	11.718044426766733	3.153813914501257	dut-1	K07A1.2
WBGene00006510	87.16762257932857	11.760302719398846	3.164291701592624	mtrr-1	C01G6.6
WBGene00004489	94.89342726220033	11.840697679773955	3.17476948868399	rps-20	Y105E8A.16
WBGene00002269	95.10408543196658	11.843482542210708	3.1852472757753563	lec-6	Y55B1AR.1
WBGene00011501	94.65069306994383	11.91516497587984	3.195725062866723	rmd-1	T05G5.7
WBGene00011687	93.93285968426605	12.280687739880582	3.206202849958089		T10C6.5
WBGene00077526	92.11929903981465	12.322573083169635	3.216680637049455		C25A1.16
WBGene00007048	93.19908475907002	12.349322858426016	3.2271584241408213	nfx-1	C16A3.7
WBGene00003123	92.99405651010943	12.39062550415154	3.237636211232188	mag-1	R09B3.5
WBGene00001155	93.85223781028785	12.441755359242219	3.248113998323554	ech-6	T05G5.6
WBGene00017548	96.28058457676522	12.47333870412063	3.2585917854149202		F18A1.7
